ID,cr_ID,assembly_time,eq_ID,process_time,ramp,servo_defect,data_defect,status
HDDSN26261,CRSTR01J,2015-03-10 05:46:00,EGRWT0114,2015-03-10 07:41:00,4134.0,2083.0,2962.0,pass
HDDSN26262,CRSTR01G,2015-03-07 15:47:00,EGRWT0108,2015-03-07 16:33:03,1007.0,4985.0,2925.0,fail
HDDSN26263,CRSTR01L,2015-03-10 06:20:00,EGRWT0108,2015-03-10 08:41:53,5247.0,5356.0,9230.0,fail
HDDSN26264,CRSTR01B,2015-03-09 20:19:00,EGRWT0104,2015-03-09 21:23:33,1674.0,2323.0,5223.0,pass
HDDSN26265,CRSTR01F,2015-03-11 16:19:00,EGRWT0102,2015-03-11 18:25:54,1545.0,3995.0,6854.0,pass
HDDSN26267,CRSTR01S,2015-03-07 02:22:00,EGRWT0104,2015-03-07 04:04:12,1707.0,3444.0,5101.0,fail
HDDSN26268,CRSTR01G,2015-03-05 06:33:00,EGRWT0102,2015-03-05 08:43:58,1191.0,5229.0,1840.0,pass
HDDSN26272,CRSTR01M,2015-03-10 06:38:00,EGRWT0111,2015-03-10 09:42:59,1034.0,2940.0,3166.0,fail
HDDSN26273,CRSTR01F,2015-03-11 01:09:00,EGRWT0109,2015-03-11 03:07:17,2461.0,3178.0,1650.0,pass
HDDSN26275,CRSTR01D,2015-03-11 01:34:00,EGRWT0106,2015-03-11 03:07:17,3875.0,4187.0,5783.0,pass
HDDSN26276,CRSTR01T,2015-03-06 02:08:00,EGRWT0114,2015-03-06 06:14:58,4239.0,3051.0,1856.0,fail
HDDSN26277,CRSTR01S,2015-03-08 00:28:00,EGRWT0110,2015-03-08 01:34:56,1013.0,5443.0,3709.0,pass
HDDSN26278,CRSTR01G,2015-03-07 07:30:00,EGRWT0100,2015-03-07 09:20:17,1006.0,1843.0,3329.0,fail
HDDSN26279,CRSTR01L,2015-03-05 10:57:00,EGRWT0102,2015-03-05 11:59:32,1031.0,4295.0,5264.0,fail
HDDSN26280,CRSTR01Q,2015-03-11 10:37:00,EGRWT0105,2015-03-11 11:45:52,1330.0,6033.0,1481.0,pass
HDDSN26281,CRSTR01H,2015-03-10 02:03:00,EGRWT0114,2015-03-10 03:01:08,3119.0,3693.0,3447.0,pass
HDDSN26286,CRSTR01P,2015-03-09 00:51:00,EGRWT0102,2015-03-09 03:21:31,6705.0,4529.0,3316.0,fail
HDDSN26287,CRSTR01T,2015-03-09 03:44:00,EGRWT0111,2015-03-09 05:14:53,1027.0,3515.0,1730.0,pass
HDDSN26288,CRSTR01M,2015-03-08 10:44:00,EGRWT0113,2015-03-08 11:52:39,1007.0,5759.0,3222.0,pass
HDDSN26290,CRSTR01R,2015-03-10 09:28:00,EGRWT0106,2015-03-10 10:21:54,3597.0,3643.0,5073.0,pass
HDDSN26291,CRSTR01H,2015-03-10 20:51:00,EGRWT0101,2015-03-10 22:01:03,1383.0,1826.0,3118.0,pass
HDDSN26293,CRSTR01K,2015-03-10 13:12:00,EGRWT0104,2015-03-10 14:38:19,1063.0,3898.0,3738.0,pass
HDDSN26295,CRSTR01M,2015-03-07 13:16:00,EGRWT0110,2015-03-07 14:15:48,1003.0,2090.0,3059.0,fail
HDDSN26296,CRSTR01S,2015-03-10 18:28:00,EGRWT0113,2015-03-10 19:39:33,2778.0,4144.0,2657.0,pass
HDDSN26297,CRSTR01E,2015-03-09 04:25:00,EGRWT0111,2015-03-09 05:55:38,1004.0,3237.0,1136.0,pass
HDDSN26298,CRSTR01F,2015-03-10 04:11:00,EGRWT0113,2015-03-10 05:31:57,1236.0,4524.0,1817.0,pass
HDDSN26299,CRSTR01K,2015-03-11 23:31:00,EGRWT0100,2015-03-12 02:46:15,5642.0,5195.0,1618.0,fail
HDDSN26301,CRSTR01T,2015-03-09 15:13:00,EGRWT0114,2015-03-09 19:23:01,5259.0,7231.0,4332.0,fail
HDDSN26302,CRSTR01I,2015-03-05 07:47:00,EGRWT0104,2015-03-05 08:43:28,5203.0,4588.0,2012.0,pass
HDDSN26303,CRSTR01G,2015-03-11 19:59:00,EGRWT0106,2015-03-11 21:36:26,1915.0,3859.0,2402.0,pass
HDDSN26304,CRSTR01P,2015-03-07 10:58:00,EGRWT0109,2015-03-07 12:54:27,2629.0,2933.0,1947.0,fail
HDDSN26305,CRSTR01R,2015-03-09 17:38:00,EGRWT0101,2015-03-09 18:20:39,5858.0,4363.0,2820.0,pass
HDDSN26309,CRSTR01C,2015-03-09 02:28:00,EGRWT0114,2015-03-09 05:22:36,1005.0,3846.0,1892.0,fail
HDDSN26310,CRSTR01R,2015-03-05 06:59:00,EGRWT0103,2015-03-05 08:14:16,1017.0,4801.0,1608.0,pass
HDDSN26311,CRSTR01J,2015-03-10 04:34:00,EGRWT0102,2015-03-10 05:44:52,1310.0,5233.0,5208.0,fail
HDDSN26312,CRSTR01P,2015-03-05 01:49:00,EGRWT0106,2015-03-05 03:42:27,1568.0,5041.0,6323.0,fail
HDDSN26313,CRSTR01G,2015-03-08 09:00:00,EGRWT0114,2015-03-08 10:19:14,2534.0,2825.0,2184.0,pass
HDDSN26314,CRSTR01F,2015-03-11 14:05:00,EGRWT0100,2015-03-11 14:59:47,2626.0,3145.0,1673.0,pass
HDDSN26315,CRSTR01E,2015-03-07 06:23:00,EGRWT0110,2015-03-07 07:21:26,3504.0,5597.0,3040.0,fail
HDDSN26316,CRSTR01Q,2015-03-11 08:02:00,EGRWT0113,2015-03-11 08:54:41,1068.0,3223.0,3957.0,pass
HDDSN26317,CRSTR01P,2015-03-11 11:57:00,EGRWT0111,2015-03-11 13:18:37,1981.0,3521.0,2304.0,pass
HDDSN26319,CRSTR01L,2015-03-11 20:52:00,EGRWT0106,2015-03-11 22:35:07,1002.0,4523.0,2986.0,pass
HDDSN26320,CRSTR01Q,2015-03-08 12:39:00,EGRWT0110,2015-03-08 13:18:47,1577.0,4112.0,1857.0,pass
HDDSN26321,CRSTR01F,2015-03-11 21:57:00,EGRWT0108,2015-03-11 22:36:37,1004.0,2935.0,1233.0,pass
HDDSN26323,CRSTR01P,2015-03-08 02:07:00,EGRWT0102,2015-03-08 03:40:03,4372.0,2201.0,2034.0,pass
HDDSN26324,CRSTR01L,2015-03-06 18:33:00,EGRWT0108,2015-03-06 20:01:07,1052.0,3667.0,2172.0,pass
HDDSN26327,CRSTR01K,2015-03-11 00:54:00,EGRWT0100,2015-03-11 02:10:22,1011.0,8029.0,2201.0,pass
HDDSN26328,CRSTR01O,2015-03-08 16:40:00,EGRWT0107,2015-03-08 17:21:34,3539.0,3838.0,1159.0,pass
HDDSN26329,CRSTR01R,2015-03-10 08:58:00,EGRWT0112,2015-03-10 09:50:27,11035.0,2127.0,6999.0,fail
HDDSN26330,CRSTR01S,2015-03-11 03:08:00,EGRWT0109,2015-03-11 04:50:45,3566.0,4576.0,1628.0,pass
HDDSN26331,CRSTR01E,2015-03-10 02:09:00,EGRWT0101,2015-03-10 03:02:09,1306.0,5930.0,2476.0,pass
HDDSN26332,CRSTR01N,2015-03-07 21:18:00,EGRWT0104,2015-03-07 23:42:00,1864.0,4335.0,6619.0,fail
HDDSN26333,CRSTR01D,2015-03-10 09:12:00,EGRWT0108,2015-03-10 10:32:02,2021.0,2659.0,1436.0,pass
HDDSN26334,CRSTR01P,2015-03-07 15:44:00,EGRWT0112,2015-03-07 18:11:46,1324.0,5122.0,1248.0,fail
HDDSN26335,CRSTR01I,2015-03-06 03:13:00,EGRWT0104,2015-03-06 03:54:33,1155.0,2065.0,2742.0,pass
HDDSN26337,CRSTR01S,2015-03-07 05:41:00,EGRWT0112,2015-03-07 07:40:34,6218.0,3735.0,1381.0,pass
HDDSN26339,CRSTR01F,2015-03-06 02:40:00,EGRWT0106,2015-03-06 04:59:57,1574.0,4154.0,2580.0,pass
HDDSN26340,CRSTR01M,2015-03-10 05:01:00,EGRWT0111,2015-03-10 05:59:58,1020.0,5245.0,3631.0,pass
HDDSN26341,CRSTR01G,2015-03-05 03:34:00,EGRWT0113,2015-03-05 05:26:32,2226.0,3820.0,6842.0,pass
HDDSN26342,CRSTR01O,2015-03-06 19:49:00,EGRWT0114,2015-03-06 21:32:29,1509.0,3521.0,2673.0,pass
HDDSN26343,CRSTR01I,2015-03-07 21:09:00,EGRWT0102,2015-03-07 23:11:52,2568.0,2949.0,3245.0,pass
HDDSN26344,CRSTR01F,2015-03-10 07:50:00,EGRWT0104,2015-03-10 09:20:37,7639.0,4387.0,3029.0,pass
HDDSN26348,CRSTR01O,2015-03-06 02:02:00,EGRWT0106,2015-03-06 02:36:07,2662.0,3448.0,3422.0,pass
HDDSN26349,CRSTR01R,2015-03-07 07:41:00,EGRWT0102,2015-03-07 08:29:44,1163.0,4972.0,1912.0,fail
HDDSN26350,CRSTR01I,2015-03-07 11:48:00,EGRWT0114,2015-03-07 12:57:04,3565.0,3442.0,2087.0,fail
HDDSN26351,CRSTR01D,2015-03-08 20:34:00,EGRWT0110,2015-03-08 21:31:53,1703.0,3347.0,1798.0,fail
HDDSN26352,CRSTR01O,2015-03-07 20:49:00,EGRWT0106,2015-03-07 22:17:16,1629.0,3144.0,2519.0,fail
HDDSN26353,CRSTR01O,2015-03-10 19:41:00,EGRWT0103,2015-03-10 21:58:51,4049.0,3665.0,1624.0,pass
HDDSN26355,CRSTR01S,2015-03-05 17:21:00,EGRWT0109,2015-03-05 19:42:24,1083.0,6725.0,2565.0,pass
HDDSN26356,CRSTR01D,2015-03-07 17:46:00,EGRWT0103,2015-03-07 18:51:09,1425.0,8166.0,2302.0,fail
HDDSN26357,CRSTR01G,2015-03-06 22:03:00,EGRWT0100,2015-03-07 00:13:36,4706.0,3046.0,2322.0,pass
HDDSN26358,CRSTR01B,2015-03-08 17:36:00,EGRWT0109,2015-03-08 19:59:04,1021.0,3724.0,3564.0,pass
HDDSN26359,CRSTR01L,2015-03-07 21:24:00,EGRWT0107,2015-03-07 22:56:39,3455.0,3748.0,3611.0,fail
HDDSN26360,CRSTR01M,2015-03-06 04:04:00,EGRWT0103,2015-03-06 06:17:10,2175.0,4335.0,5857.0,pass
HDDSN26361,CRSTR01B,2015-03-05 12:11:00,EGRWT0104,2015-03-05 13:50:15,5730.0,5913.0,1912.0,pass
HDDSN26362,CRSTR01M,2015-03-11 16:14:00,EGRWT0100,2015-03-11 17:23:03,2718.0,3785.0,6080.0,pass
HDDSN26363,CRSTR01E,2015-03-07 07:11:00,EGRWT0113,2015-03-07 08:59:55,7637.0,3166.0,2389.0,fail
HDDSN26364,CRSTR01P,2015-03-11 22:34:00,EGRWT0108,2015-03-11 23:51:36,3721.0,5959.0,1708.0,pass
HDDSN26366,CRSTR01R,2015-03-08 23:24:00,EGRWT0108,2015-03-09 01:24:47,2619.0,4690.0,2253.0,pass
HDDSN26367,CRSTR01H,2015-03-10 00:10:00,EGRWT0100,2015-03-10 01:18:37,1187.0,5216.0,1830.0,pass
HDDSN26368,CRSTR01C,2015-03-11 17:15:00,EGRWT0109,2015-03-11 18:31:35,1151.0,8072.0,1775.0,pass
HDDSN26369,CRSTR01I,2015-03-06 19:02:00,EGRWT0112,2015-03-06 20:25:22,3452.0,3601.0,1229.0,pass
HDDSN26370,CRSTR01E,2015-03-11 05:31:00,EGRWT0112,2015-03-11 06:54:22,2417.0,4889.0,2621.0,pass
HDDSN26371,CRSTR01O,2015-03-06 01:28:00,EGRWT0114,2015-03-06 03:16:31,6911.0,3558.0,2565.0,pass
HDDSN26374,CRSTR01R,2015-03-05 23:05:00,EGRWT0113,2015-03-06 00:03:30,2493.0,3575.0,2999.0,pass
HDDSN26375,CRSTR01F,2015-03-07 15:35:00,EGRWT0106,2015-03-07 17:42:27,1476.0,6337.0,4319.0,fail
HDDSN26376,CRSTR01C,2015-03-05 15:33:00,EGRWT0110,2015-03-05 16:51:26,1320.0,4372.0,4755.0,fail
HDDSN26378,CRSTR01N,2015-03-07 22:43:00,EGRWT0109,2015-03-07 23:57:16,1002.0,6447.0,1920.0,fail
HDDSN26379,CRSTR01P,2015-03-07 12:10:00,EGRWT0112,2015-03-07 13:02:45,3770.0,4944.0,1918.0,fail
HDDSN26380,CRSTR01S,2015-03-06 19:22:00,EGRWT0101,2015-03-06 20:55:24,2479.0,6142.0,1971.0,pass
HDDSN26381,CRSTR01A,2015-03-10 08:44:00,EGRWT0110,2015-03-10 10:05:31,3930.0,3244.0,1263.0,pass
HDDSN26382,CRSTR01K,2015-03-07 13:45:00,EGRWT0104,2015-03-07 15:50:41,2277.0,2341.0,2246.0,pass
HDDSN26383,CRSTR01R,2015-03-10 02:46:00,EGRWT0112,2015-03-10 06:48:07,1175.0,5243.0,5263.0,fail
HDDSN26384,CRSTR01E,2015-03-05 20:26:00,EGRWT0103,2015-03-05 21:53:14,2644.0,4251.0,1330.0,pass
HDDSN26385,CRSTR01R,2015-03-09 07:59:00,EGRWT0113,2015-03-09 09:39:55,1622.0,4855.0,3009.0,pass
HDDSN26386,CRSTR01C,2015-03-07 18:25:00,EGRWT0114,2015-03-07 20:25:03,3565.0,3848.0,1320.0,fail
HDDSN26387,CRSTR01R,2015-03-11 00:09:00,EGRWT0114,2015-03-11 02:15:14,1059.0,3108.0,4877.0,pass
HDDSN26389,CRSTR01Q,2015-03-05 17:22:00,EGRWT0100,2015-03-05 19:15:42,1062.0,5359.0,4107.0,fail
HDDSN26391,CRSTR01D,2015-03-05 20:14:00,EGRWT0111,2015-03-05 21:50:41,1504.0,3700.0,1056.0,pass
HDDSN26392,CRSTR01M,2015-03-08 12:32:00,EGRWT0113,2015-03-08 14:21:38,1664.0,4729.0,4823.0,fail
HDDSN26393,CRSTR01O,2015-03-05 21:23:00,EGRWT0106,2015-03-05 22:39:46,2632.0,1795.0,2809.0,pass
HDDSN26394,CRSTR01K,2015-03-06 08:40:00,EGRWT0111,2015-03-06 10:56:15,3831.0,1899.0,1655.0,pass
HDDSN26395,CRSTR01S,2015-03-07 09:04:00,EGRWT0108,2015-03-07 10:16:59,6376.0,5966.0,1435.0,fail
HDDSN26396,CRSTR01L,2015-03-05 23:52:00,EGRWT0114,2015-03-06 00:34:57,1326.0,5241.0,2757.0,pass
HDDSN26397,CRSTR01K,2015-03-07 00:36:00,EGRWT0101,2015-03-07 02:25:48,1158.0,3388.0,2560.0,fail
HDDSN26398,CRSTR01Q,2015-03-05 03:22:00,EGRWT0109,2015-03-05 04:59:48,1002.0,3563.0,2024.0,pass
HDDSN26400,CRSTR01T,2015-03-05 11:36:00,EGRWT0104,2015-03-05 13:13:19,1377.0,4848.0,2659.0,pass
HDDSN26401,CRSTR01F,2015-03-11 14:35:00,EGRWT0100,2015-03-11 15:39:49,2845.0,5715.0,1521.0,pass
HDDSN26403,CRSTR01L,2015-03-09 08:30:00,EGRWT0109,2015-03-09 09:34:40,1384.0,2806.0,4109.0,pass
HDDSN26405,CRSTR01H,2015-03-11 22:24:00,EGRWT0110,2015-03-12 00:28:09,2506.0,2935.0,3831.0,pass
HDDSN26406,CRSTR01T,2015-03-05 03:50:00,EGRWT0110,2015-03-05 04:36:10,2198.0,4722.0,1268.0,pass
HDDSN26407,CRSTR01Q,2015-03-07 04:38:00,EGRWT0108,2015-03-07 05:35:36,3014.0,5574.0,5355.0,fail
HDDSN26408,CRSTR01I,2015-03-05 03:37:00,EGRWT0106,2015-03-05 04:27:55,1001.0,3825.0,1093.0,pass
HDDSN26409,CRSTR01D,2015-03-09 20:04:00,EGRWT0109,2015-03-09 21:09:07,2012.0,2019.0,4988.0,pass
HDDSN26410,CRSTR01G,2015-03-08 13:31:00,EGRWT0111,2015-03-08 14:32:16,1746.0,1340.0,4136.0,pass
HDDSN26411,CRSTR01H,2015-03-11 21:33:00,EGRWT0101,2015-03-11 23:50:58,1304.0,3307.0,2213.0,pass
HDDSN26412,CRSTR01A,2015-03-09 04:18:00,EGRWT0103,2015-03-09 06:15:48,1029.0,5405.0,1398.0,pass
HDDSN26414,CRSTR01L,2015-03-06 03:07:00,EGRWT0100,2015-03-06 05:25:26,5392.0,4279.0,3096.0,pass
HDDSN26415,CRSTR01M,2015-03-08 12:50:00,EGRWT0104,2015-03-08 14:22:52,2121.0,4243.0,2190.0,pass
HDDSN26416,CRSTR01N,2015-03-07 16:17:00,EGRWT0101,2015-03-07 19:32:18,1630.0,4386.0,2289.0,fail
HDDSN26417,CRSTR01P,2015-03-11 11:18:00,EGRWT0105,2015-03-11 12:58:26,1878.0,3451.0,2358.0,pass
HDDSN26418,CRSTR01H,2015-03-11 10:37:00,EGRWT0102,2015-03-11 11:31:17,1132.0,1858.0,1909.0,pass
HDDSN26419,CRSTR01B,2015-03-08 00:51:00,EGRWT0111,2015-03-08 02:35:50,1088.0,2816.0,4589.0,pass
HDDSN26420,CRSTR01B,2015-03-08 07:50:00,EGRWT0105,2015-03-08 11:00:04,1673.0,3974.0,1530.0,fail
HDDSN26421,CRSTR01B,2015-03-10 03:40:00,EGRWT0102,2015-03-10 05:23:12,1051.0,3748.0,1471.0,pass
HDDSN26422,CRSTR01S,2015-03-10 15:48:00,EGRWT0103,2015-03-10 17:20:32,1289.0,2408.0,3403.0,pass
HDDSN26423,CRSTR01B,2015-03-11 03:01:00,EGRWT0103,2015-03-11 05:11:27,1022.0,2027.0,2446.0,pass
HDDSN26424,CRSTR01B,2015-03-11 05:44:00,EGRWT0103,2015-03-11 06:41:21,1773.0,4509.0,1127.0,pass
HDDSN26425,CRSTR01S,2015-03-05 06:01:00,EGRWT0110,2015-03-05 06:56:21,5157.0,5895.0,2393.0,pass
HDDSN26426,CRSTR01B,2015-03-06 23:18:00,EGRWT0114,2015-03-07 00:41:49,1038.0,4640.0,1258.0,pass
HDDSN26427,CRSTR01F,2015-03-07 20:22:00,EGRWT0110,2015-03-07 21:30:28,1084.0,6083.0,1905.0,fail
HDDSN26429,CRSTR01R,2015-03-07 10:42:00,EGRWT0107,2015-03-07 11:39:20,1192.0,3184.0,1214.0,pass
HDDSN26430,CRSTR01H,2015-03-07 23:08:00,EGRWT0109,2015-03-08 00:30:36,2485.0,4005.0,2969.0,fail
HDDSN26431,CRSTR01R,2015-03-08 07:47:00,EGRWT0111,2015-03-08 08:33:05,7463.0,2523.0,3907.0,pass
HDDSN26433,CRSTR01K,2015-03-06 13:46:00,EGRWT0105,2015-03-06 15:11:23,1014.0,3379.0,1957.0,pass
HDDSN26437,CRSTR01L,2015-03-08 23:39:00,EGRWT0106,2015-03-09 00:26:54,3833.0,4821.0,2821.0,pass
HDDSN26438,CRSTR01K,2015-03-07 13:47:00,EGRWT0111,2015-03-07 14:54:48,1595.0,3936.0,1637.0,fail
HDDSN26439,CRSTR01A,2015-03-08 19:21:00,EGRWT0110,2015-03-08 21:08:19,1199.0,2058.0,2913.0,pass
HDDSN26440,CRSTR01J,2015-03-07 16:30:00,EGRWT0107,2015-03-07 17:23:22,1665.0,4358.0,3840.0,fail
HDDSN26441,CRSTR01I,2015-03-09 07:54:00,EGRWT0100,2015-03-09 09:13:31,2281.0,2845.0,4277.0,pass
HDDSN26442,CRSTR01P,2015-03-08 05:01:00,EGRWT0112,2015-03-08 06:55:32,1016.0,4898.0,1332.0,pass
HDDSN26445,CRSTR01E,2015-03-05 12:07:00,EGRWT0103,2015-03-05 12:38:03,2403.0,4534.0,2472.0,pass
HDDSN26446,CRSTR01N,2015-03-08 05:15:00,EGRWT0109,2015-03-08 06:00:01,1008.0,5583.0,2935.0,pass
HDDSN26447,CRSTR01P,2015-03-05 13:23:00,EGRWT0110,2015-03-05 15:08:18,1189.0,4135.0,1233.0,pass
HDDSN26448,CRSTR01K,2015-03-05 21:29:00,EGRWT0103,2015-03-05 23:40:56,1769.0,3113.0,2473.0,pass
HDDSN26451,CRSTR01F,2015-03-08 03:26:00,EGRWT0113,2015-03-08 04:08:34,1250.0,1968.0,3937.0,pass
HDDSN26453,CRSTR01F,2015-03-08 16:16:00,EGRWT0109,2015-03-08 18:38:24,1415.0,4933.0,3079.0,pass
HDDSN26454,CRSTR01A,2015-03-08 08:21:00,EGRWT0103,2015-03-08 09:40:42,1194.0,4407.0,4573.0,fail
HDDSN26456,CRSTR01G,2015-03-07 04:12:00,EGRWT0101,2015-03-07 05:27:57,1136.0,4926.0,1666.0,fail
HDDSN26457,CRSTR01O,2015-03-07 06:17:00,EGRWT0111,2015-03-07 07:44:19,2754.0,2103.0,1072.0,fail
HDDSN26458,CRSTR01R,2015-03-05 02:29:00,EGRWT0102,2015-03-05 03:37:05,3849.0,4157.0,2527.0,pass
HDDSN26462,CRSTR01N,2015-03-06 13:27:00,EGRWT0105,2015-03-06 14:17:23,1294.0,2736.0,1101.0,pass
HDDSN26463,CRSTR01J,2015-03-05 22:51:00,EGRWT0112,2015-03-05 23:56:38,1003.0,4482.0,1481.0,pass
HDDSN26464,CRSTR01I,2015-03-11 13:23:00,EGRWT0100,2015-03-11 15:56:32,1032.0,4956.0,2554.0,fail
HDDSN26465,CRSTR01H,2015-03-06 07:01:00,EGRWT0106,2015-03-06 08:40:22,5241.0,4021.0,3667.0,pass
HDDSN26466,CRSTR01B,2015-03-07 11:23:00,EGRWT0113,2015-03-07 12:35:25,1504.0,4849.0,2602.0,fail
HDDSN26467,CRSTR01G,2015-03-11 20:35:00,EGRWT0108,2015-03-11 23:37:09,1060.0,2361.0,3909.0,fail
HDDSN26469,CRSTR01R,2015-03-10 22:37:00,EGRWT0104,2015-03-11 00:09:06,2079.0,4799.0,8074.0,fail
HDDSN26470,CRSTR01Q,2015-03-07 19:18:00,EGRWT0108,2015-03-07 21:54:13,2154.0,5401.0,1740.0,fail
HDDSN26471,CRSTR01L,2015-03-10 03:30:00,EGRWT0103,2015-03-10 05:01:03,2414.0,2050.0,1280.0,pass
HDDSN26473,CRSTR01R,2015-03-07 01:41:00,EGRWT0104,2015-03-07 03:00:30,1820.0,3847.0,2757.0,fail
HDDSN26474,CRSTR01G,2015-03-08 00:52:00,EGRWT0112,2015-03-08 01:59:17,1783.0,1986.0,4549.0,pass
HDDSN26475,CRSTR01H,2015-03-11 11:27:00,EGRWT0111,2015-03-11 13:24:25,4209.0,3270.0,3576.0,pass
HDDSN26476,CRSTR01R,2015-03-09 15:45:00,EGRWT0100,2015-03-09 16:38:45,4892.0,4059.0,4810.0,fail
HDDSN26478,CRSTR01D,2015-03-08 16:21:00,EGRWT0107,2015-03-08 18:24:53,1671.0,5667.0,4288.0,fail
HDDSN26479,CRSTR01E,2015-03-09 17:43:00,EGRWT0109,2015-03-09 19:07:14,1392.0,3061.0,3476.0,pass
HDDSN26480,CRSTR01M,2015-03-08 13:10:00,EGRWT0102,2015-03-08 14:30:57,1025.0,5384.0,2162.0,pass
HDDSN26481,CRSTR01J,2015-03-05 06:50:00,EGRWT0106,2015-03-05 08:22:55,1181.0,4042.0,1422.0,pass
HDDSN26483,CRSTR01L,2015-03-07 18:46:00,EGRWT0101,2015-03-07 21:13:13,1656.0,3305.0,2710.0,fail
HDDSN26484,CRSTR01J,2015-03-06 11:53:00,EGRWT0104,2015-03-06 13:42:30,1052.0,6170.0,2039.0,pass
HDDSN26485,CRSTR01S,2015-03-10 15:13:00,EGRWT0101,2015-03-10 16:38:58,3299.0,3364.0,2020.0,pass
HDDSN26487,CRSTR01E,2015-03-11 06:57:00,EGRWT0104,2015-03-11 08:36:17,1272.0,3631.0,8078.0,fail
HDDSN26488,CRSTR01K,2015-03-07 15:00:00,EGRWT0100,2015-03-07 17:06:30,1085.0,7077.0,3649.0,fail
HDDSN26490,CRSTR01N,2015-03-09 13:08:00,EGRWT0108,2015-03-09 14:55:42,1258.0,1278.0,1830.0,pass
HDDSN26491,CRSTR01F,2015-03-08 07:41:00,EGRWT0104,2015-03-08 08:57:22,1087.0,4518.0,2777.0,pass
HDDSN26492,CRSTR01G,2015-03-05 07:41:00,EGRWT0111,2015-03-05 10:27:00,5767.0,5546.0,1748.0,fail
HDDSN26493,CRSTR01N,2015-03-09 16:42:00,EGRWT0106,2015-03-09 19:15:18,1380.0,2854.0,1247.0,fail
HDDSN26494,CRSTR01N,2015-03-05 01:10:00,EGRWT0111,2015-03-05 02:05:05,1002.0,3297.0,3696.0,pass
HDDSN26495,CRSTR01F,2015-03-09 17:40:00,EGRWT0100,2015-03-09 19:18:46,2065.0,2864.0,2235.0,pass
HDDSN26496,CRSTR01C,2015-03-07 00:19:00,EGRWT0111,2015-03-07 01:38:50,2396.0,1996.0,2451.0,fail
HDDSN26499,CRSTR01J,2015-03-10 22:45:00,EGRWT0112,2015-03-11 00:55:05,2593.0,3511.0,2053.0,pass
HDDSN26500,CRSTR01S,2015-03-10 19:13:00,EGRWT0108,2015-03-10 20:28:49,2294.0,4530.0,2052.0,pass
HDDSN26501,CRSTR01N,2015-03-06 19:38:00,EGRWT0110,2015-03-06 20:42:43,1283.0,2322.0,4926.0,fail
HDDSN26503,CRSTR01K,2015-03-10 07:16:00,EGRWT0106,2015-03-10 07:44:43,1006.0,1786.0,2221.0,pass
HDDSN26504,CRSTR01G,2015-03-09 06:13:00,EGRWT0103,2015-03-09 08:40:39,1048.0,2767.0,1743.0,pass
HDDSN26505,CRSTR01B,2015-03-08 16:51:00,EGRWT0113,2015-03-08 17:59:05,1038.0,3758.0,6274.0,pass
HDDSN26506,CRSTR01S,2015-03-08 06:21:00,EGRWT0113,2015-03-08 08:08:30,3936.0,5145.0,1897.0,pass
HDDSN26508,CRSTR01M,2015-03-11 00:24:00,EGRWT0101,2015-03-11 01:14:00,1075.0,4618.0,3559.0,pass
HDDSN26509,CRSTR01C,2015-03-07 12:55:00,EGRWT0105,2015-03-07 14:52:41,7335.0,3913.0,3403.0,fail
HDDSN26511,CRSTR01R,2015-03-07 22:15:00,EGRWT0100,2015-03-07 23:34:49,1103.0,4785.0,3530.0,fail
HDDSN26512,CRSTR01G,2015-03-10 12:33:00,EGRWT0105,2015-03-10 13:28:22,3952.0,4624.0,2376.0,pass
HDDSN26513,CRSTR01H,2015-03-09 06:15:00,EGRWT0111,2015-03-09 09:15:31,2657.0,4594.0,6975.0,fail
HDDSN26514,CRSTR01H,2015-03-09 12:48:00,EGRWT0107,2015-03-09 14:58:50,3268.0,4103.0,1873.0,pass
HDDSN26515,CRSTR01M,2015-03-10 10:46:00,EGRWT0112,2015-03-10 12:58:38,1045.0,3682.0,1065.0,pass
HDDSN26516,CRSTR01R,2015-03-08 07:23:00,EGRWT0108,2015-03-08 08:30:45,2353.0,6030.0,1375.0,pass
HDDSN26517,CRSTR01M,2015-03-07 06:24:00,EGRWT0112,2015-03-07 07:54:36,4993.0,5756.0,1777.0,fail
HDDSN26518,CRSTR01S,2015-03-05 10:19:00,EGRWT0102,2015-03-05 11:37:03,14805.0,2073.0,5364.0,fail
HDDSN26519,CRSTR01F,2015-03-08 06:06:00,EGRWT0110,2015-03-08 08:23:04,12127.0,5067.0,2685.0,fail
HDDSN26520,CRSTR01O,2015-03-09 05:57:00,EGRWT0106,2015-03-09 08:12:08,1398.0,3697.0,2422.0,pass
HDDSN26521,CRSTR01C,2015-03-06 01:12:00,EGRWT0106,2015-03-06 03:06:39,3131.0,4395.0,1785.0,pass
HDDSN26522,CRSTR01M,2015-03-10 09:20:00,EGRWT0101,2015-03-10 10:43:17,1003.0,5797.0,4901.0,pass
HDDSN26524,CRSTR01E,2015-03-05 22:20:00,EGRWT0110,2015-03-05 23:21:46,3887.0,3664.0,1684.0,pass
HDDSN26525,CRSTR01R,2015-03-11 12:35:00,EGRWT0104,2015-03-11 13:20:35,1230.0,5134.0,4572.0,fail
HDDSN26529,CRSTR01K,2015-03-10 16:20:00,EGRWT0101,2015-03-10 18:30:54,1439.0,4451.0,3030.0,pass
HDDSN26530,CRSTR01I,2015-03-08 01:47:00,EGRWT0102,2015-03-08 03:16:59,1017.0,4245.0,2475.0,pass
